level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3078	-1	
2	1	1	0	0	0	1725	45	215	63	-1	
3	1	1	1	0	0	1725	45	215	63	-1	
4	1	1	1	1	0	1725	45	215	63	-1	
5	1	1	1	1	1	1725	48	136	56	95.986702	Unit
5	1	1	1	1	2	1899	45	41	63	95.548546	8
2	1	2	0	0	0	16	57	378	134	-1	
3	1	2	1	0	0	16	57	378	134	-1	
4	1	2	1	1	0	16	57	378	134	-1	
5	1	2	1	1	1	16	57	378	134	95.912300	Exercises
2	1	3	0	0	0	14	181	49	31	-1	
3	1	3	1	0	0	14	181	49	31	-1	
4	1	3	1	1	0	14	181	49	31	-1	
5	1	3	1	1	1	14	181	49	31	95.630424	8.1
2	1	4	0	0	0	151	174	204	62	-1	
3	1	4	1	0	0	151	174	204	62	-1	
4	1	4	1	1	0	151	174	204	62	-1	
5	1	4	1	1	1	151	175	48	61	85.488228	恨
5	1	4	1	1	2	204	176	48	36	80.912216	据
5	1	4	1	1	3	252	175	39	35	91.674606	图
5	1	4	1	1	4	300	174	31	37	46.072067	片
5	1	4	1	1	5	335	175	20	31	33.650951	加
2	1	5	0	0	0	417	173	74	60	-1	
3	1	5	1	0	0	417	173	74	60	-1	
4	1	5	1	1	0	417	173	74	60	-1	
5	1	5	1	1	1	417	173	53	60	19.176884	ll
5	1	5	1	1	2	468	173	23	37	30.449133	il
2	1	6	0	0	0	1471	223	97	1	-1	
3	1	6	1	0	0	1471	223	97	1	-1	
4	1	6	1	1	0	1471	223	97	1	-1	
5	1	6	1	1	1	1471	223	97	1	54.012737	—
2	1	7	0	0	0	268	233	138	2	-1	
3	1	7	1	0	0	268	233	138	2	-1	
4	1	7	1	1	0	268	233	138	2	-1	
5	1	7	1	1	1	268	233	138	2	0.000000	<a
2	1	8	0	0	0	814	243	19	12	-1	
3	1	8	1	0	0	814	243	19	12	-1	
4	1	8	1	1	0	814	243	19	12	-1	
5	1	8	1	1	1	814	243	19	12	64.200279	a1
2	1	9	0	0	0	861	227	114	2	-1	
3	1	9	1	0	0	861	227	114	2	-1	
4	1	9	1	1	0	861	227	114	2	-1	
5	1	9	1	1	1	861	227	114	2	13.116779	=
2	1	10	0	0	0	1007	224	439	6	-1	
3	1	10	1	0	0	1007	224	439	6	-1	
4	1	10	1	1	0	1007	224	439	6	-1	
5	1	10	1	1	1	1007	224	439	6	0.376444	ee
5	1	10	1	1	2	1285	208	99	28	37.506935	ee
2	1	11	0	0	0	1248	269	263	30	-1	
3	1	11	1	0	0	1248	269	263	30	-1	
4	1	11	1	1	0	1248	269	263	30	-1	
5	1	11	1	1	1	1248	271	42	28	74.459709	I'm
5	1	11	1	1	2	1304	279	19	20	95.440086	a
5	1	11	1	1	3	1339	270	57	29	96.386856	bus
5	1	11	1	1	4	1409	269	102	30	96.673737	driver.
2	1	12	0	0	0	521	274	322	43	-1	
3	1	12	1	0	0	521	274	322	43	-1	
4	1	12	1	1	0	521	274	322	43	-1	
5	1	12	1	1	1	521	277	42	29	48.504581	'm
5	1	12	1	1	2	578	285	18	21	96.963394	a
5	1	12	1	1	3	612	274	231	43	96.585854	photographer
2	1	13	0	0	0	378	335	30	43	-1	
3	1	13	1	0	0	378	335	30	43	-1	
4	1	13	1	1	0	378	335	30	43	-1	
5	1	13	1	1	1	378	335	30	43	84.285225	3
2	1	14	0	0	0	1179	321	316	28	-1	
3	1	14	1	0	0	1179	321	316	28	-1	
4	1	14	1	1	0	1179	321	316	28	-1	
5	1	14	1	1	1	1179	321	26	21	16.560478	Ct
5	1	14	1	1	2	1226	330	2	10	26.353722	下
5	1	14	1	1	3	1236	325	259	24	6.314554	和
5	1	14	1	1	4	1472	317	28	39	14.282331	二
2	1	15	0	0	0	1529	365	15	13	-1	
3	1	15	1	0	0	1529	365	15	13	-1	
4	1	15	1	1	0	1529	365	15	13	-1	
5	1	15	1	1	1	1529	365	15	13	23.056339	ie
2	1	16	0	0	0	1735	300	74	47	-1	
3	1	16	1	0	0	1735	300	74	47	-1	
4	1	16	1	1	0	1735	300	74	47	-1	
5	1	16	1	1	1	1735	300	31	42	25.548862	有
5	1	16	1	1	2	1786	319	23	28	45.679493	有
2	1	17	0	0	0	411	344	54	38	-1	
3	1	17	1	0	0	411	344	54	38	-1	
4	1	17	1	1	0	411	344	54	38	-1	
5	1	17	1	1	1	411	344	54	38	58.890099	G
2	1	18	0	0	0	637	370	51	21	-1	
3	1	18	1	0	0	637	370	51	21	-1	
4	1	18	1	1	0	637	370	51	21	-1	
5	1	18	1	1	1	637	370	51	21	47.746853	ae
2	1	19	0	0	0	786	340	36	68	-1	
3	1	19	1	0	0	786	340	36	68	-1	
4	1	19	1	1	0	786	340	36	68	-1	
5	1	19	1	1	1	786	340	36	68	29.136662	oH
2	1	20	0	0	0	1577	372	14	29	-1	
3	1	20	1	0	0	1577	372	14	29	-1	
4	1	20	1	1	0	1577	372	14	29	-1	
5	1	20	1	1	1	1577	372	14	29	39.104698	\y
2	1	21	0	0	0	1629	369	51	43	-1	
3	1	21	1	0	0	1629	369	108	43	-1	
4	1	21	1	1	0	1629	369	51	43	-1	
5	1	21	1	1	1	1629	369	51	43	14.484577	==.
2	1	22	0	0	0	324	414	493	16	-1	
3	1	22	1	0	0	324	414	493	16	-1	
4	1	22	1	1	0	324	414	493	16	-1	
5	1	22	1	1	1	324	418	46	12	48.923645	a
5	1	22	1	1	2	483	410	34	25	49.700188	lt
5	1	22	1	1	3	551	410	81	25	40.862846	ATE
5	1	22	1	1	4	548	414	269	14	31.634270	LI:
2	1	23	0	0	0	1187	361	41	132	-1	
3	1	23	1	0	0	1187	361	41	132	-1	
4	1	23	1	1	0	1187	361	41	132	-1	
5	1	23	1	1	1	1187	361	41	132	22.384920	4
2	1	24	0	0	0	1529	441	151	33	-1	
3	1	24	1	0	0	1529	441	151	33	-1	
4	1	24	1	1	0	1529	441	151	33	-1	
5	1	24	1	1	1	1529	441	37	25	25.385834	地
5	1	24	1	1	2	1594	445	86	29	34.162201	=
2	1	25	0	0	0	1156	485	29	28	-1	
3	1	25	1	0	0	1156	485	29	28	-1	
4	1	25	1	1	0	1156	485	29	28	-1	
5	1	25	1	1	1	1156	485	29	28	72.612793	(@
2	1	26	0	0	0	1215	499	157	27	-1	
3	1	26	1	0	0	1215	499	157	27	-1	
4	1	26	1	1	0	1215	499	157	27	-1	
5	1	26	1	1	1	1215	499	111	24	45.789471	LETT
5	1	26	1	1	2	1337	495	35	39	32.212112	VAT
2	1	27	0	0	0	1355	491	13	8	-1	
3	1	27	1	0	0	1355	491	13	8	-1	
4	1	27	1	1	0	1355	491	13	8	-1	
5	1	27	1	1	1	1355	491	13	8	50.166248	2.
2	1	28	0	0	0	1370	485	11	15	-1	
3	1	28	1	0	0	1370	485	11	15	-1	
4	1	28	1	1	0	1370	485	11	15	-1	
5	1	28	1	1	1	1370	485	11	15	26.979546	mM
2	1	29	0	0	0	1481	490	24	13	-1	
3	1	29	1	0	0	1481	490	24	13	-1	
4	1	29	1	1	0	1481	490	24	13	-1	
5	1	29	1	1	1	1481	490	24	13	30.157909	ey
2	1	30	0	0	0	1486	506	51	25	-1	
3	1	30	1	0	0	1486	506	51	25	-1	
4	1	30	1	1	0	1486	506	51	25	-1	
5	1	30	1	1	1	1486	506	51	25	47.938858	add
2	1	31	0	0	0	1623	506	71	22	-1	
3	1	31	1	0	0	1623	506	71	22	-1	
4	1	31	1	1	0	1623	506	71	22	-1	
5	1	31	1	1	1	1623	506	71	22	45.334698	a
2	1	32	0	0	0	1749	505	40	23	-1	
3	1	32	1	0	0	1749	505	40	23	-1	
4	1	32	1	1	0	1749	505	40	23	-1	
5	1	32	1	1	1	1749	505	40	23	80.337891	NS
2	1	33	0	0	0	1779	451	33	60	-1	
3	1	33	1	0	0	1779	451	33	60	-1	
4	1	33	1	1	0	1779	451	33	60	-1	
5	1	33	1	1	1	1779	451	33	60	0.000000	ie
2	1	34	0	0	0	1376	531	123	5	-1	
3	1	34	1	0	0	1376	531	123	5	-1	
4	1	34	1	1	0	1376	531	123	5	-1	
5	1	34	1	1	1	1376	533	3	1	55.970085	—
5	1	34	1	1	2	1393	517	35	28	18.711958	wena
5	1	34	1	1	3	1446	531	53	5	17.413235	earn
2	1	35	0	0	0	1439	541	94	6	-1	
3	1	35	1	0	0	1439	541	94	6	-1	
4	1	35	1	1	0	1439	541	94	6	-1	
5	1	35	1	1	1	1439	541	94	6	43.403610	Sees
2	1	36	0	0	0	173	599	497	44	-1	
3	1	36	1	0	0	173	599	550	44	-1	
4	1	36	1	1	0	173	599	497	44	-1	
5	1	36	1	1	1	173	604	92	31	96.741005	Does
5	1	36	1	1	2	280	601	42	33	96.289215	he
5	1	36	1	1	3	338	601	74	33	96.616165	take
5	1	36	1	1	4	427	599	243	44	65.257416	photographs?
5	1	36	1	1	5	700	625	23	3	66.439224	...
2	1	37	0	0	0	743	589	61	28	-1	
3	1	37	1	0	0	743	589	61	28	-1	
4	1	37	1	1	0	743	589	61	28	-1	
5	1	37	1	1	1	743	589	61	28	95.978996	Yes
2	1	38	0	0	0	848	585	127	30	-1	
3	1	38	1	0	0	848	585	127	30	-1	
4	1	38	1	1	0	848	585	127	30	-1	
5	1	38	1	1	1	848	596	25	19	68.670677	1é
5	1	38	1	1	2	889	585	86	30	96.022392	does
2	1	39	0	0	0	1075	592	849	44	-1	
3	1	39	1	0	0	1075	592	849	44	-1	
4	1	39	1	1	0	1075	592	849	44	-1	
5	1	39	1	1	1	1075	596	26	31	96.316948	Is
5	1	39	1	1	2	1117	594	56	33	94.111526	she
5	1	39	1	1	3	1190	593	132	43	92.985107	driving
5	1	39	1	1	4	1335	604	17	21	89.393547	a
5	1	39	1	1	5	1366	592	77	32	85.194992	bus?
5	1	39	1	1	6	1473	615	451	7	45.439224	ee
2	1	40	0	0	0	691	680	70	4	-1	
3	1	40	1	0	0	691	680	70	4	-1	
4	1	40	1	1	0	691	680	70	4	-1	
5	1	40	1	1	1	691	680	70	4	17.678986	Te
2	1	41	0	0	0	739	645	20	30	-1	
3	1	41	1	0	0	739	645	20	30	-1	
4	1	41	1	1	0	739	645	20	30	-1	
5	1	41	1	1	1	739	645	20	30	92.875542	N
2	1	42	0	0	0	1032	678	2	3	-1	
