level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	26	54	358	70	-1	
3	1	1	1	0	0	26	54	358	70	-1	
4	1	1	1	1	0	26	54	358	70	-1	
5	1	1	1	1	1	26	54	358	70	96.552429	Exercises
2	1	2	0	0	0	22	181	51	33	-1	
3	1	2	1	0	0	22	181	51	33	-1	
4	1	2	1	1	0	22	181	51	33	-1	
5	1	2	1	1	1	22	181	51	33	92.638992	5.1
2	1	3	0	0	0	157	176	802	42	-1	
3	1	3	1	0	0	157	176	802	42	-1	
4	1	3	1	1	0	157	176	802	42	-1	
5	1	3	1	1	1	157	176	36	41	94.809669	将
5	1	3	1	1	2	204	178	34	38	93.155327	下
5	1	3	1	1	3	251	177	76	40	51.008663	列
5	1	3	1	1	4	339	179	64	39	93.198051	动词
5	1	3	1	1	5	432	176	34	42	92.718559	变
5	1	3	1	1	6	480	178	29	37	96.699844	成
5	1	3	1	1	7	500	171	31	54	72.188927	以
5	1	3	1	1	8	530	189	38	26	48.474464	-s
5	1	3	1	1	9	587	177	35	40	69.207047	K
5	1	3	1	1	10	641	189	62	26	72.936302	-es
5	1	3	1	1	11	722	176	81	42	81.969994	结尾
5	1	3	1	1	12	815	177	31	41	95.786072	的
5	1	3	1	1	13	859	177	100	41	93.253021	形式
5	1	3	1	1	14	942	171	21	54	90.784248	。
2	1	4	0	0	0	1758	61	138	59	-1	
3	1	4	1	0	0	1758	61	219	134	-1	
4	1	4	1	1	0	1758	61	138	59	-1	
5	1	4	1	1	1	1758	61	138	59	85.576195	Unit
2	1	5	0	0	0	158	254	148	42	-1	
3	1	5	1	0	0	158	254	148	42	-1	
4	1	5	1	1	0	158	254	148	42	-1	
5	1	5	1	1	1	158	255	12	32	94.567650	1
5	1	5	1	1	2	205	254	101	42	89.221115	(read)
2	1	6	0	0	0	351	254	57	33	-1	
3	1	6	1	0	0	351	254	57	33	-1	
4	1	6	1	1	0	351	254	57	33	-1	
5	1	6	1	1	1	351	254	57	33	91.072746	she
2	1	7	0	0	0	479	248	105	31	-1	
3	1	7	1	0	0	479	248	105	31	-1	
4	1	7	1	1	0	479	248	105	31	-1	
5	1	7	1	1	1	479	248	105	31	96.526657	reads
2	1	8	0	0	0	755	254	120	44	-1	
3	1	8	1	0	0	755	254	120	44	-1	
4	1	8	1	1	0	755	254	120	44	-1	
5	1	8	1	1	1	755	256	20	32	85.902245	3
5	1	8	1	1	2	806	254	69	44	85.902245	(fly)
2	1	9	0	0	0	971	256	25	32	-1	
3	1	9	1	0	0	971	256	25	32	-1	
4	1	9	1	1	0	971	256	25	32	-1	
5	1	9	1	1	1	971	256	25	32	96.820091	it
2	1	10	0	0	0	1382	255	160	42	-1	
3	1	10	1	0	0	1382	255	160	42	-1	
4	1	10	1	1	0	1382	255	160	42	-1	
5	1	10	1	1	1	1382	257	19	31	84.999855	5
5	1	10	1	1	2	1433	255	109	42	84.999855	(have)
2	1	11	0	0	0	1591	255	58	33	-1	
3	1	11	1	0	0	1591	255	58	33	-1	
4	1	11	1	1	0	1591	255	58	33	-1	
5	1	11	1	1	1	1591	255	58	33	96.996788	she
2	1	12	0	0	0	755	311	259	42	-1	
3	1	12	1	0	0	755	311	259	42	-1	
4	1	12	1	1	0	755	311	259	42	-1	
5	1	12	1	1	1	755	313	21	31	96.915680	4
5	1	12	1	1	2	807	311	130	42	95.771790	(dance)
5	1	12	1	1	3	971	311	43	33	96.950783	he
2	1	13	0	0	0	1381	311	235	43	-1	
3	1	13	1	0	0	1381	311	235	43	-1	
4	1	13	1	1	0	1381	311	235	43	-1	
5	1	13	1	1	1	1381	313	21	31	96.709488	6
5	1	13	1	1	2	1432	311	125	43	96.072403	(finish)
5	1	13	1	1	3	1591	313	25	32	96.072403	it
2	1	14	0	0	0	23	401	55	31	-1	
3	1	14	1	0	0	23	401	55	31	-1	
4	1	14	1	1	0	23	401	55	31	-1	
5	1	14	1	1	1	23	401	55	31	96.817001	5.2
2	1	15	0	0	0	173	395	504	42	-1	
3	1	15	1	0	0	173	395	504	42	-1	
4	1	15	1	1	0	173	395	504	42	-1	
5	1	15	1	1	1	173	397	48	37	44.213745	月
5	1	15	1	1	2	220	376	42	82	92.933586	下
5	1	15	1	1	3	261	397	52	39	86.445206	列
5	1	15	1	1	4	312	376	60	82	96.672035	动词
5	1	15	1	1	5	404	395	62	41	95.817390	完成
5	1	15	1	1	6	491	395	20	41	93.299850	有
5	1	15	1	1	7	527	397	30	39	91.059975	关
5	1	15	1	1	8	579	398	20	37	61.086315	图
5	1	15	1	1	9	620	395	24	42	84.506378	中
5	1	15	1	1	10	670	397	7	22	84.506378	/
2	1	16	0	0	0	681	418	54	18	-1	
3	1	16	1	0	0	681	418	54	18	-1	
4	1	16	1	1	0	681	418	54	18	-1	
5	1	16	1	1	1	681	418	54	18	49.264153	AIA
2	1	17	0	0	0	751	396	142	41	-1	
3	1	17	1	0	0	751	396	142	41	-1	
4	1	17	1	1	0	751	396	142	41	-1	
5	1	17	1	1	1	751	396	31	41	78.739532	BY
5	1	17	1	1	2	800	396	74	40	40.884689	AF
2	1	18	0	0	0	203	479	60	27	-1	
3	1	18	1	0	0	203	479	60	27	-1	
4	1	18	1	1	0	203	479	60	27	-1	
5	1	18	1	1	1	203	479	60	27	96.912979	eat
2	1	19	0	0	0	449	474	74	32	-1	
3	1	19	1	0	0	449	474	74	32	-1	
4	1	19	1	1	0	449	474	74	32	-1	
5	1	19	1	1	1	449	474	74	32	96.606209	live
2	1	20	0	0	0	331	484	50	33	-1	
3	1	20	1	0	0	331	484	50	33	-1	
4	1	20	1	1	0	331	484	50	33	-1	
5	1	20	1	1	1	331	484	50	33	88.950821	go
2	1	21	0	0	0	583	474	97	43	-1	
3	1	21	1	0	0	583	474	97	43	-1	
