level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3078	-1	
2	1	1	0	0	0	27	65	351	68	-1	
3	1	1	1	0	0	27	65	351	68	-1	
4	1	1	1	1	0	27	65	351	68	-1	
5	1	1	1	1	1	27	65	351	68	96.423424	Exercises
2	1	2	0	0	0	1738	66	216	63	-1	
3	1	2	1	0	0	1738	66	216	63	-1	
4	1	2	1	1	0	1738	66	216	63	-1	
5	1	2	1	1	1	1738	67	136	56	96.158363	Unit
5	1	2	1	1	2	1912	66	42	63	96.580086	6
2	1	3	0	0	0	23	189	50	31	-1	
3	1	3	1	0	0	23	189	50	31	-1	
4	1	3	1	1	0	23	189	50	31	-1	
5	1	3	1	1	1	23	189	50	31	96.846397	6.1
2	1	4	0	0	0	162	182	445	40	-1	
3	1	4	1	0	0	162	182	445	40	-1	
4	1	4	1	1	0	162	182	445	40	-1	
5	1	4	1	1	1	162	191	53	29	92.703094	写
5	1	4	1	1	2	217	184	40	37	92.629364	出
5	1	4	1	1	3	258	185	20	37	92.738037	下
5	1	4	1	1	4	293	183	28	39	91.789322	列
5	1	4	1	1	5	341	182	73	40	47.755005	句子
5	1	4	1	1	6	426	182	30	40	96.653526	的
5	1	4	1	1	7	473	183	73	38	74.514839	否定
5	1	4	1	1	8	561	182	46	39	86.404678	式
5	1	4	1	1	9	595	178	14	53	54.448708	，
2	1	5	0	0	0	155	256	529	44	-1	
3	1	5	1	0	0	155	256	529	44	-1	
4	1	5	1	1	0	155	256	529	44	-1	
5	1	5	1	1	1	155	260	14	30	92.527893	1
5	1	5	1	1	2	201	260	11	30	92.527893	I
5	1	5	1	1	3	228	257	74	43	95.914368	play
5	1	5	1	1	4	317	257	56	33	96.987328	the
5	1	5	1	1	5	387	258	102	42	96.517570	piano
5	1	5	1	1	6	504	269	80	30	96.457993	very
5	1	5	1	1	7	598	256	86	33	96.473122	well.
2	1	6	0	0	0	922	250	566	43	-1	
3	1	6	1	0	0	922	250	566	43	-1	
