level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3078	-1	
2	1	1	0	0	0	16	70	352	143	-1	
3	1	1	1	0	0	16	70	352	143	-1	
4	1	1	1	1	0	16	70	352	143	-1	
5	1	1	1	1	1	16	70	352	143	0.000000	NI
2	1	2	0	0	0	1728	65	213	61	-1	
3	1	2	1	0	0	1728	65	213	61	-1	
4	1	2	1	1	0	1728	65	213	61	-1	
5	1	2	1	1	1	1728	66	136	56	88.707428	Unit
5	1	2	1	1	2	1903	65	38	61	96.292061	7
2	1	3	0	0	0	14	193	50	31	-1	
3	1	3	1	0	0	14	193	50	31	-1	
4	1	3	1	1	0	14	193	50	31	-1	
5	1	3	1	1	1	14	193	50	31	88.315979	7.1
2	1	4	0	0	0	151	190	137	36	-1	
3	1	4	1	0	0	151	190	137	36	-1	
4	1	4	1	1	0	151	190	137	36	-1	
5	1	4	1	1	1	151	189	26	37	95.392693	用
5	1	4	1	1	2	204	190	41	33	34.688816	Do
5	1	4	1	1	3	253	185	35	49	34.688816	..
2	1	5	0	0	0	376	187	167	37	-1	
3	1	5	1	0	0	376	187	167	37	-1	
4	1	5	1	1	0	376	187	167	37	-1	
5	1	5	1	1	1	376	187	16	37	14.697981	X,
5	1	5	1	1	2	413	189	130	33	90.991287	Does
5	1	5	1	1	3	510	183	38	49	87.557999	..
2	1	6	0	0	0	577	185	112	38	-1	
3	1	6	1	0	0	577	185	112	38	-1	
4	1	6	1	1	0	577	185	112	38	-1	
5	1	6	1	1	1	550	216	5	5	53.388668	.
5	1	6	1	1	2	580	187	14	34	68.928749	2
5	1	6	1	1	3	619	185	27	38	46.467117	te
5	1	6	1	1	4	661	187	28	36	38.333721	lA
2	1	7	0	0	0	148	260	682	42	-1	
3	1	7	1	0	0	148	260	682	42	-1	
4	1	7	1	1	0	148	260	682	42	-1	
5	1	7	1	1	1	148	264	11	31	94.063873	1
5	1	7	1	1	2	193	265	10	30	93.556938	I
5	1	7	1	1	3	219	262	66	33	93.556938	like
5	1	7	1	1	4	301	262	175	32	95.984215	chocolate.
5	1	7	1	1	5	517	262	95	31	96.075066	How
5	1	7	1	1	6	627	260	104	32	96.295929	about
5	1	7	1	1	7	744	260	86	42	96.562691	you?
2	1	8	0	0	0	1145	252	211	31	-1	
3	1	8	1	0	0	1145	252	211	31	-1	
4	1	8	1	1	0	1145	252	211	31	-1	
5	1	8	1	1	1	1145	257	37	26	60.559662	Pe.
5	1	8	1	1	2	1212	252	144	38	20.556059	yeu.like.:
2	1	9	0	0	0	1360	252	167	29	-1	
