level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	67	51	135	58	-1	
3	1	1	1	0	0	67	51	135	58	-1	
4	1	1	1	1	0	67	51	135	58	-1	
5	1	1	1	1	1	67	51	135	58	96.232948	Unit
2	1	2	0	0	0	317	260	697	47	-1	
3	1	2	1	0	0	317	260	697	47	-1	
4	1	2	1	1	0	317	260	697	47	-1	
5	1	2	1	1	1	317	279	37	8	93.295036	一
5	1	2	1	1	2	375	261	27	46	92.745346	般
5	1	2	1	1	3	423	260	49	46	92.878731	现
5	1	2	1	1	4	471	256	45	59	96.642372	在
5	1	2	1	1	5	515	260	22	46	96.847717	时
5	1	2	1	1	6	556	261	53	45	96.961693	的
5	1	2	1	1	7	637	261	32	44	0.000000	疑问
5	1	2	1	1	8	681	260	124	46	91.636650	式
5	1	2	1	1	9	744	256	42	59	84.243530	中
5	1	2	1	1	10	785	256	34	59	95.513290	用
5	1	2	1	1	11	826	264	188	40	63.355976	do/does:
2	1	3	0	0	0	341	326	130	46	-1	
3	1	3	1	0	0	341	326	130	46	-1	
4	1	3	1	1	0	341	326	130	46	-1	
5	1	3	1	1	1	341	326	130	46	92.946823	肯定
5	1	3	1	1	2	444	322	31	69	93.027557	式
2	1	4	0	0	0	737	327	130	44	-1	
3	1	4	1	0	0	737	327	130	44	-1	
4	1	4	1	1	0	737	327	130	44	-1	
5	1	4	1	1	1	737	327	81	43	91.108910	疑问
5	1	4	1	1	2	830	327	37	44	92.015038	式
2	1	5	0	0	0	1565	343	515	68	-1	
3	1	5	1	0	0	1565	343	515	68	-1	
4	1	5	1	1	0	1565	343	515	68	-1	
5	1	5	1	1	1	1565	343	37	68	67.672073	C
5	1	5	1	1	2	1611	361	43	30	96.499107	Do
5	1	5	1	1	3	1665	370	59	29	96.995201	you
5	1	5	1	1	4	1740	361	68	43	96.967804	play
5	1	5	1	1	5	1818	361	58	30	97.005966	the
5	1	5	1	1	6	1889	360	124	40	96.858910	guitar?
5	1	5	1	1	7	2046	343	34	68	54.953110	)
2	1	6	0	0	0	432	415	12	32	-1	
3	1	6	1	0	0	432	415	12	32	-1	
4	1	6	1	1	0	432	415	12	32	-1	
5	1	6	1	1	1	432	415	12	32	94.444771	I
2	1	7	0	0	0	495	412	110	35	-1	
3	1	7	1	0	0	495	412	110	35	-1	
4	1	7	1	1	0	495	412	110	35	-1	
5	1	7	1	1	1	495	412	110	35	96.623856	work
2	1	8	0	0	0	391	482	54	21	-1	
3	1	8	1	0	0	391	482	54	21	-1	
4	1	8	1	1	0	391	482	54	21	-1	
5	1	8	1	1	1	391	482	54	21	96.796165	we
2	1	9	0	0	0	495	470	74	34	-1	
3	1	9	1	0	0	495	470	74	34	-1	
4	1	9	1	1	0	495	470	74	34	-1	
5	1	9	1	1	1	495	470	74	34	96.352661	like
2	1	10	0	0	0	908	482	55	21	-1	
3	1	10	1	0	0	908	482	55	21	-1	
4	1	10	1	1	0	908	482	55	21	-1	
5	1	10	1	1	1	908	482	55	21	95.510757	we
2	1	11	0	0	0	1272	393	56	90	-1	
3	1	11	1	0	0	1272	393	56	90	-1	
4	1	11	1	1	0	1272	393	56	90	-1	
5	1	11	1	1	1	1272	393	56	90	18.896475	站
2	1	12	0	0	0	1635	478	70	15	-1	
3	1	12	1	0	0	1635	478	70	15	-1	
4	1	12	1	1	0	1635	478	70	15	-1	
5	1	12	1	1	1	1635	478	70	15	44.495625	Zr
2	1	13	0	0	0	803	495	52	35	-1	
3	1	13	1	0	0	803	495	52	35	-1	
4	1	13	1	1	0	803	495	52	35	-1	
5	1	13	1	1	1	803	495	52	35	96.658501	do
2	1	14	0	0	0	1457	482	63	41	-1	
3	1	14	1	0	0	1457	482	63	41	-1	
4	1	14	1	1	0	1457	482	63	41	-1	
5	1	14	1	1	1	1457	482	63	41	47.460167	PP
2	1	15	0	0	0	1667	497	31	34	-1	
3	1	15	1	0	0	1667	497	31	34	-1	
4	1	15	1	1	0	1667	497	31	34	-1	
5	1	15	1	1	1	1667	497	31	34	73.699562	4;
2	1	16	0	0	0	374	538	72	32	-1	
3	1	16	1	0	0	374	538	72	32	-1	
4	1	16	1	1	0	374	538	72	32	-1	
5	1	16	1	1	1	374	538	72	32	96.909622	you
2	1	17	0	0	0	497	525	51	35	-1	
3	1	17	1	0	0	497	525	51	35	-1	
4	1	17	1	1	0	497	525	51	35	-1	
5	1	17	1	1	1	497	525	51	35	96.952400	do
2	1	18	0	0	0	908	538	72	32	-1	
3	1	18	1	0	0	908	538	72	32	-1	
4	1	18	1	1	0	908	538	72	32	-1	
5	1	18	1	1	1	908	538	72	32	96.915291	you
2	1	19	0	0	0	1041	538	126	34	-1	
3	1	19	1	0	0	1041	538	126	34	-1	
4	1	19	1	1	0	1041	538	126	34	-1	
5	1	19	1	1	1	1041	538	126	34	96.854652	work?
2	1	20	0	0	0	366	582	81	45	-1	
3	1	20	1	0	0	366	582	81	45	-1	
4	1	20	1	1	0	366	582	81	45	-1	
5	1	20	1	1	1	366	582	81	45	96.805374	they
2	1	21	0	0	0	495	582	96	34	-1	
3	1	21	1	0	0	495	582	96	34	-1	
4	1	21	1	1	0	495	582	96	34	-1	
5	1	21	1	1	1	495	582	96	34	96.989021	have
2	1	22	0	0	0	909	582	81	45	-1	
3	1	22	1	0	0	909	582	81	45	-1	
4	1	22	1	1	0	909	582	81	45	-1	
5	1	22	1	1	1	909	582	81	45	96.326096	they
2	1	23	0	0	0	1041	594	92	34	-1	
3	1	23	1	0	0	1041	594	92	34	-1	
4	1	23	1	1	0	1041	594	92	34	-1	
5	1	23	1	1	1	1041	594	92	34	96.126549	like?
2	1	24	0	0	0	1658	651	253	22	-1	
3	1	24	1	0	0	1658	651	253	22	-1	
4	1	24	1	1	0	1658	651	253	22	-1	
5	1	24	1	1	1	1658	651	112	19	12.647333	S074
5	1	24	1	1	2	1786	660	38	13	43.200092	oe)
5	1	24	1	1	3	1846	663	65	10	20.223541	Vo
2	1	25	0	0	0	495	663	126	34	-1	
3	1	25	1	0	0	495	663	126	34	-1	
4	1	25	1	1	0	495	663	126	34	-1	
5	1	25	1	1	1	495	663	126	34	96.681458	works
2	1	26	0	0	0	1043	650	70	35	-1	
3	1	26	1	0	0	1043	650	70	35	-1	
4	1	26	1	1	0	1043	650	70	35	-1	
5	1	26	1	1	1	1043	650	70	35	96.907082	do?
2	1	27	0	0	0	1974	592	51	98	-1	
3	1	27	1	0	0	1974	592	51	98	-1	
4	1	27	1	1	0	1974	592	51	98	-1	
5	1	27	1	1	1	1974	592	51	98	61.992287	j
2	1	28	0	0	0	402	690	44	33	-1	
3	1	28	1	0	0	402	690	44	33	-1	
4	1	28	1	1	0	402	690	44	33	-1	
5	1	28	1	1	1	402	690	44	33	96.918724	he
2	1	29	0	0	0	496	719	92	35	-1	
3	1	29	1	0	0	496	719	92	35	-1	
4	1	29	1	1	0	496	719	92	35	-1	
5	1	29	1	1	1	496	719	92	35	96.312332	likes
2	1	30	0	0	0	910	689	44	34	-1	
3	1	30	1	0	0	910	689	44	34	-1	
4	1	30	1	1	0	910	689	44	34	-1	
5	1	30	1	1	1	910	689	44	34	96.866127	he
2	1	31	0	0	0	1042	707	113	34	-1	
3	1	31	1	0	0	1042	707	113	34	-1	
4	1	31	1	1	0	1042	707	113	34	-1	
5	1	31	1	1	1	1042	707	113	34	96.772064	have?
2	1	32	0	0	0	1972	689	43	62	-1	
3	1	32	1	0	0	1972	689	43	62	-1	
4	1	32	1	1	0	1972	689	43	62	-1	
5	1	32	1	1	1	1972	689	43	62	0.000000	s/
2	1	33	0	0	0	388	745	59	35	-1	
3	1	33	1	0	0	388	745	59	35	-1	
4	1	33	1	1	0	388	745	59	35	-1	
5	1	33	1	1	1	388	745	59	35	96.955467	she
2	1	34	0	0	0	764	745	92	35	-1	
3	1	34	1	0	0	764	745	92	35	-1	
4	1	34	1	1	0	764	745	92	35	-1	
5	1	34	1	1	1	764	745	92	35	96.797462	does
