level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	53	67	86	52	-1	
3	1	1	1	0	0	53	67	86	52	-1	
4	1	1	1	1	0	53	67	86	52	-1	
5	1	1	1	1	1	53	67	86	52	96.935959	nit
2	1	2	0	0	0	344	292	237	31	-1	
3	1	2	1	0	0	344	292	237	31	-1	
4	1	2	1	1	0	344	292	237	31	-1	
5	1	2	1	1	1	344	293	47	30	96.790749	We
5	1	2	1	1	2	406	292	74	31	96.704712	read
5	1	2	1	1	3	486	288	16	44	96.551315	a
5	1	2	1	1	4	528	292	53	30	96.311638	lot.
2	1	3	0	0	0	1645	374	259	29	-1	
3	1	3	1	0	0	1645	374	259	29	-1	
4	1	3	1	1	0	1645	374	259	29	-1	
5	1	3	1	1	1	1645	374	4	29	93.526680	|
5	1	3	1	1	2	1665	374	50	29	94.916885	like
5	1	3	1	1	3	1729	375	175	28	96.214401	ice-cream.
2	1	4	0	0	0	774	414	100	89	-1	
3	1	4	1	0	0	774	414	100	89	-1	
4	1	4	1	1	0	774	414	100	89	-1	
5	1	4	1	1	1	774	414	100	89	16.895752	all
2	1	5	0	0	0	931	383	52	94	-1	
3	1	5	1	0	0	931	383	52	94	-1	
4	1	5	1	1	0	931	383	52	94	-1	
5	1	5	1	1	1	931	383	52	94	72.476959	|
2	1	6	0	0	0	516	402	129	115	-1	
3	1	6	1	0	0	516	402	129	115	-1	
4	1	6	1	1	0	516	402	129	115	-1	
5	1	6	1	1	1	516	402	129	115	65.710777	gall
2	1	7	0	0	0	771	528	108	50	-1	
3	1	7	1	0	0	771	528	108	50	-1	
4	1	7	1	1	0	771	528	108	50	-1	
5	1	7	1	1	1	771	528	108	50	36.772736	Hin
5	1	7	1	1	2	860	524	21	59	0.000000	N
2	1	8	0	0	0	792	587	87	65	-1	
3	1	8	1	0	0	792	587	87	65	-1	
4	1	8	1	1	0	792	587	87	65	-1	
5	1	8	1	1	1	792	595	34	57	36.584312	i!
2	1	9	0	0	0	903	538	106	106	-1	
3	1	9	1	0	0	903	538	106	106	-1	
4	1	9	1	1	0	903	538	106	106	-1	
5	1	9	1	1	1	903	538	12	106	58.481316	|
2	1	10	0	0	0	1015	663	7	46	-1	
3	1	10	1	0	0	1015	663	7	46	-1	
4	1	10	1	1	0	1015	663	7	46	-1	
5	1	10	1	1	1	1015	663	7	46	92.785828	|
2	1	11	0	0	0	808	704	52	86	-1	
3	1	11	1	0	0	808	704	52	86	-1	
4	1	11	1	1	0	808	704	52	86	-1	
5	1	11	1	1	1	808	704	52	86	70.194153	|
2	1	12	0	0	0	304	825	149	59	-1	
3	1	12	1	0	0	304	825	149	59	-1	
4	1	12	1	1	0	304	825	149	59	-1	
5	1	12	1	1	1	304	825	149	59	31.948906	“<
2	1	13	0	0	0	883	731	125	125	-1	
3	1	13	1	0	0	883	731	125	125	-1	
4	1	13	1	1	0	883	731	125	125	-1	
5	1	13	1	1	1	883	731	125	125	49.131641	Mi
2	1	14	0	0	0	557	900	2	9	-1	
3	1	14	1	0	0	557	900	2	9	-1	
4	1	14	1	1	0	557	900	2	9	-1	
5	1	14	1	1	1	557	900	2	9	38.555046	r
2	1	15	0	0	0	609	801	269	91	-1	
3	1	15	1	0	0	609	801	269	91	-1	
4	1	15	1	1	0	609	801	269	91	-1	
5	1	15	1	1	1	609	801	269	91	0.000000	(ATI
2	1	16	0	0	0	577	893	38	35	-1	
3	1	16	1	0	0	577	893	38	35	-1	
4	1	16	1	1	0	577	893	38	35	-1	
5	1	16	1	1	1	577	893	38	35	57.987385	N
2	1	17	0	0	0	279	943	283	44	-1	
3	1	17	1	0	0	279	943	283	44	-1	
4	1	17	1	1	0	279	943	283	44	-1	
5	1	17	1	1	1	279	943	147	44	91.241592	They’re
5	1	17	1	1	2	441	943	121	34	95.792755	lookin:
2	1	18	0	0	0	563	922	302	65	-1	
3	1	18	1	0	0	563	922	302	65	-1	
4	1	18	1	1	0	563	922	302	65	-1	
5	1	18	1	1	1	563	922	22	65	92.744064	g
5	1	18	1	1	2	599	951	31	26	96.123421	at
5	1	18	1	1	3	644	943	88	33	88.931839	their
5	1	18	1	1	4	745	942	120	34	91.936729	books.
2	1	19	0	0	0	1235	943	475	43	-1	
3	1	19	1	0	0	1235	943	475	43	-1	
4	1	19	1	1	0	1235	943	475	43	-1	
5	1	19	1	1	1	1235	943	83	33	91.786926	He’s
5	1	19	1	1	2	1334	944	112	42	96.534470	eating
5	1	19	1	1	3	1460	954	42	22	96.500931	an
5	1	19	1	1	4	1516	943	194	33	96.581734	ice-cream.
2	1	20	0	0	0	279	999	308	45	-1	
3	1	20	1	0	0	279	999	308	45	-1	
4	1	20	1	1	0	279	999	308	45	-1	
5	1	20	1	1	1	279	1000	99	44	96.685402	They
5	1	20	1	1	2	391	999	91	34	96.536102	read
5	1	20	1	1	3	482	995	19	53	96.926132	a
5	1	20	1	1	4	528	999	59	34	96.858627	lot.
2	1	21	0	0	0	1236	998	371	34	-1	
3	1	21	1	0	0	1236	998	371	34	-1	
4	1	21	1	1	0	1236	998	371	34	-1	
5	1	21	1	1	1	1236	1000	55	32	96.493965	He
5	1	21	1	1	2	1306	998	92	34	96.057320	likes
5	1	21	1	1	3	1413	1000	194	32	96.072334	ice-cream.
2	1	22	0	0	0	1129	1087	17	6	-1	
3	1	22	1	0	0	1129	1087	17	6	-1	
4	1	22	1	1	0	1129	1087	17	6	-1	
5	1	22	1	1	1	1129	1087	17	6	23.440418	a
2	1	23	0	0	0	255	1141	900	50	-1	
3	1	23	1	0	0	255	1141	900	50	-1	
4	1	23	1	1	0	255	1141	900	50	-1	
5	1	23	1	1	1	255	1147	81	44	96.786919	they
5	1	23	1	1	2	349	1146	92	35	92.889328	read
5	1	23	1	1	3	456	1148	17	33	92.889328	/
5	1	23	1	1	4	490	1146	43	34	96.995544	he
5	1	23	1	1	5	547	1146	93	34	93.237228	likes
5	1	23	1	1	6	656	1148	18	33	93.237228	/
5	1	23	1	1	7	690	1148	13	32	85.547722	1
5	1	23	1	1	8	717	1146	111	34	95.689507	work
5	1	23	1	1	9	844	1142	80	45	96.768211	等
5	1	23	1	1	10	935	1160	20	7	96.897202	为
5	1	23	1	1	11	954	1137	44	58	92.970627	一
5	1	23	1	1	12	997	1141	23	44	93.266518	般
5	1	23	1	1	13	1041	1144	24	41	92.660141	现
5	1	23	1	1	14	1088	1142	21	44	96.913002	在
5	1	23	1	1	15	1128	1141	27	44	96.757935	时
2	1	24	0	0	0	283	1214	562	45	-1	
3	1	24	1	0	0	283	1214	562	45	-1	
4	1	24	1	1	0	283	1214	562	45	-1	
5	1	24	1	1	1	283	1214	288	45	86.023422	I/we/you/they
5	1	24	1	1	2	616	1214	91	33	59.988991	read
5	1	24	1	1	3	771	1214	74	33	59.988991	like
2	1	25	0	0	0	910	1214	246	33	-1	
3	1	25	1	0	0	910	1214	246	33	-1	
4	1	25	1	1	0	910	1214	246	33	-1	
5	1	25	1	1	1	910	1214	109	33	94.932602	work
5	1	25	1	1	2	1082	1214	74	33	74.092583	live
2	1	26	0	0	0	1219	1213	126	34	-1	
3	1	26	1	0	0	1219	1213	126	34	-1	
4	1	26	1	1	0	1219	1213	126	34	-1	
5	1	26	1	1	1	1219	1213	126	34	96.902954	watch
2	1	27	0	0	0	1432	1213	52	34	-1	
3	1	27	1	0	0	1432	1213	52	34	-1	
4	1	27	1	1	0	1432	1213	52	34	-1	
5	1	27	1	1	1	1432	1213	52	34	96.385887	do
2	1	28	0	0	0	1573	1213	96	33	-1	
3	1	28	1	0	0	1573	1213	96	33	-1	
4	1	28	1	1	0	1573	1213	96	33	-1	
5	1	28	1	1	1	1573	1213	96	33	96.975578	have
2	1	29	0	0	0	282	1295	174	34	-1	
3	1	29	1	0	0	282	1295	174	34	-1	
4	1	29	1	1	0	282	1295	174	34	-1	
5	1	29	1	1	1	282	1295	174	34	91.450554	he/she/it
2	1	30	0	0	0	615	1295	109	34	-1	
3	1	30	1	0	0	615	1295	109	34	-1	
4	1	30	1	1	0	615	1295	109	34	-1	
5	1	30	1	1	1	615	1295	109	34	96.606316	reads
2	1	31	0	0	0	771	1295	92	33	-1	
3	1	31	1	0	0	771	1295	92	33	-1	
4	1	31	1	1	0	771	1295	92	33	-1	
5	1	31	1	1	1	771	1295	92	33	96.094482	likes
2	1	32	0	0	0	910	1295	126	33	-1	
3	1	32	1	0	0	910	1295	126	33	-1	
4	1	32	1	1	0	910	1295	126	33	-1	
5	1	32	1	1	1	910	1295	126	33	96.112770	works
2	1	33	0	0	0	1082	1295	91	33	-1	
3	1	33	1	0	0	1082	1295	91	33	-1	
4	1	33	1	1	0	1082	1295	91	33	-1	
5	1	33	1	1	1	1082	1295	91	33	96.646759	lives
2	1	34	0	0	0	1219	1295	166	33	-1	
3	1	34	1	0	0	1219	1295	166	33	-1	
4	1	34	1	1	0	1219	1295	166	33	-1	
5	1	34	1	1	1	1219	1295	166	33	96.502991	watches
2	1	35	0	0	0	1432	1294	93	34	-1	
3	1	35	1	0	0	1432	1294	93	34	-1	
4	1	35	1	1	0	1432	1294	93	34	-1	
5	1	35	1	1	1	1432	1294	93	34	96.331528	does
2	1	36	0	0	0	1573	1294	66	34	-1	
3	1	36	1	0	0	1573	1294	66	34	-1	
4	1	36	1	1	0	1573	1294	66	34	-1	
5	1	36	1	1	1	1573	1294	66	34	96.496063	has
2	1	37	0	0	0	258	1412	85	43	-1	
3	1	37	1	0	0	258	1412	85	43	-1	
4	1	37	1	1	0	258	1412	85	43	-1	
5	1	37	1	1	1	258	1412	85	43	86.919792	记
5	1	37	1	1	2	314	1408	32	64	91.909546	住
2	1	38	0	0	0	254	1467	649	46	-1	
3	1	38	1	0	0	254	1467	649	46	-1	
4	1	38	1	1	0	254	1467	649	46	-1	
5	1	38	1	1	1	254	1472	49	35	96.961082	he
5	1	38	1	1	2	317	1472	117	35	93.032562	works
5	1	38	1	1	3	450	1473	18	33	91.208069	/
5	1	38	1	1	4	484	1472	65	34	96.859306	she
5	1	38	1	1	5	563	1472	85	33	93.169449	lives
5	1	38	1	1	6	664	1474	18	31	93.164261	/
5	1	38	1	1	7	697	1472	30	33	95.743477	it
5	1	38	1	1	8	741	1473	88	32	95.743477	rains
5	1	38	1	1	9	848	1467	55	46	90.246025	等
5	1	38	1	1	10	896	1463	11	55	57.173210	，
2	1	39	0	0	0	331	1525	1520	48	-1	
