level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	29	58	135	58	-1	
3	1	1	1	0	0	29	58	135	58	-1	
4	1	1	1	1	0	29	58	135	58	-1	
5	1	1	1	1	1	29	58	135	58	96.686226	Unit
2	1	2	0	0	0	1129	375	14	13	-1	
3	1	2	1	0	0	1129	375	14	13	-1	
4	1	2	1	1	0	1129	375	14	13	-1	
5	1	2	1	1	1	1129	375	14	13	78.800217	N
2	1	3	0	0	0	910	386	63	20	-1	
3	1	3	1	0	0	910	386	63	20	-1	
4	1	3	1	1	0	910	386	63	20	-1	
5	1	3	1	1	1	910	386	63	20	66.856483	Nos
2	1	4	0	0	0	1557	302	364	173	-1	
3	1	4	1	0	0	1557	302	364	173	-1	
4	1	4	1	1	0	1557	302	364	173	-1	
5	1	4	1	1	1	1557	302	364	173	41.770393	Te
2	1	5	0	0	0	1187	466	36	22	-1	
3	1	5	1	0	0	1187	466	36	22	-1	
4	1	5	1	1	0	1187	466	36	22	-1	
5	1	5	1	1	1	1187	466	36	22	68.464233	»?
2	1	6	0	0	0	1259	536	49	21	-1	
3	1	6	1	0	0	1259	536	49	21	-1	
4	1	6	1	1	0	1259	536	49	21	-1	
5	1	6	1	1	1	1259	536	49	21	22.798267	x?
2	1	7	0	0	0	516	440	113	166	-1	
3	1	7	1	0	0	516	440	113	166	-1	
4	1	7	1	1	0	516	440	113	166	-1	
5	1	7	1	1	1	516	440	113	166	0.000000	e
2	1	8	0	0	0	907	567	107	37	-1	
3	1	8	1	0	0	907	567	107	37	-1	
4	1	8	1	1	0	907	567	107	37	-1	
5	1	8	1	1	1	907	567	107	37	35.457527	AN”
2	1	9	0	0	0	1270	574	38	16	-1	
3	1	9	1	0	0	1270	574	38	16	-1	
4	1	9	1	1	0	1270	574	38	16	-1	
5	1	9	1	1	1	1270	574	38	16	24.654608	eS
2	1	10	0	0	0	1589	553	33	26	-1	
3	1	10	1	0	0	1589	553	33	26	-1	
4	1	10	1	1	0	1589	553	33	26	-1	
5	1	10	1	1	1	1589	553	33	26	40.572556	p®
2	1	11	0	0	0	1774	559	81	44	-1	
3	1	11	1	0	0	1774	559	81	44	-1	
4	1	11	1	1	0	1774	559	81	44	-1	
5	1	11	1	1	1	1774	559	81	44	46.840214	\g
2	1	12	0	0	0	1921	560	80	55	-1	
3	1	12	1	0	0	1921	560	80	55	-1	
4	1	12	1	1	0	1921	560	80	55	-1	
5	1	12	1	1	1	1921	560	80	55	31.605759	a
2	1	13	0	0	0	948	654	25	16	-1	
3	1	13	1	0	0	948	654	25	16	-1	
4	1	13	1	1	0	948	654	25	16	-1	
5	1	13	1	1	1	948	654	25	16	20.853027	ty
2	1	14	0	0	0	934	682	114	28	-1	
3	1	14	1	0	0	934	682	114	28	-1	
4	1	14	1	1	0	934	682	114	28	-1	
5	1	14	1	1	1	934	691	35	19	55.829475	Ne
5	1	14	1	1	2	1004	682	44	22	64.826820	PN
2	1	15	0	0	0	383	836	59	17	-1	
3	1	15	1	0	0	383	836	59	17	-1	
4	1	15	1	1	0	383	836	59	17	-1	
5	1	15	1	1	1	383	836	59	17	54.319382	==
2	1	16	0	0	0	385	822	56	10	-1	
3	1	16	1	0	0	385	822	56	10	-1	
4	1	16	1	1	0	385	822	56	10	-1	
5	1	16	1	1	1	385	822	56	10	29.884129	se
2	1	17	0	0	0	663	795	75	51	-1	
3	1	17	1	0	0	663	795	75	51	-1	
4	1	17	1	1	0	663	795	75	51	-1	
5	1	17	1	1	1	663	795	75	51	10.986614	A
2	1	18	0	0	0	1505	858	59	39	-1	
3	1	18	1	0	0	1505	858	59	39	-1	
4	1	18	1	1	0	1505	858	59	39	-1	
5	1	18	1	1	1	1505	858	59	39	54.127079	CF
2	1	19	0	0	0	1694	837	57	55	-1	
3	1	19	1	0	0	1694	837	57	55	-1	
4	1	19	1	1	0	1694	837	57	55	-1	
5	1	19	1	1	1	1694	837	57	55	64.008575	by
2	1	20	0	0	0	1786	854	36	41	-1	
3	1	20	1	0	0	1786	854	36	41	-1	
4	1	20	1	1	0	1786	854	36	41	-1	
5	1	20	1	1	1	1786	854	36	41	65.404465	x)
2	1	21	0	0	0	305	987	243	44	-1	
3	1	21	1	0	0	305	987	243	44	-1	
4	1	21	1	1	0	305	987	243	44	-1	
5	1	21	1	1	1	305	987	99	34	92.661896	She’s
5	1	21	1	1	2	420	994	128	37	95.943825	eating
2	1	22	0	0	0	968	988	224	42	-1	
3	1	22	1	0	0	968	988	224	42	-1	
4	1	22	1	1	0	968	988	224	42	-1	
5	1	22	1	1	1	968	988	59	32	89.995186	It’s
5	1	22	1	1	2	1041	997	151	33	96.790985	raining
2	1	23	0	0	0	1565	985	338	44	-1	
3	1	23	1	0	0	1565	985	338	44	-1	
4	1	23	1	1	0	1565	985	338	44	-1	
5	1	23	1	1	1	1565	985	155	44	92.515358	They’re
5	1	23	1	1	2	1735	996	168	33	96.574783	running
2	1	24	0	0	0	305	1043	343	45	-1	
3	1	24	1	0	0	305	1043	343	45	-1	
4	1	24	1	1	0	305	1043	343	45	-1	
5	1	24	1	1	1	305	1043	66	35	96.433037	She
5	1	24	1	1	2	387	1045	89	32	96.593246	isn’t
5	1	24	1	1	3	490	1043	158	45	96.519035	reading
2	1	25	0	0	0	966	1042	425	44	-1	
3	1	25	1	0	0	966	1042	425	44	-1	
4	1	25	1	1	0	966	1042	425	44	-1	
5	1	25	1	1	1	966	1043	76	33	96.390213	The
5	1	25	1	1	2	1058	1055	62	21	95.389519	sun
5	1	25	1	1	3	1134	1049	90	27	96.827072	isn’t
5	1	25	1	1	4	1239	1042	152	44	95.910011	shining
2	1	26	0	0	0	1565	1041	415	45	-1	
3	1	26	1	0	0	1565	1041	415	45	-1	
4	1	26	1	1	0	1565	1041	415	45	-1	
5	1	26	1	1	1	1565	1042	99	44	93.296928	They
5	1	26	1	1	2	1679	1048	122	27	90.930946	aren’t
5	1	26	1	1	3	1814	1041	166	44	96.878410	walking
2	1	27	0	0	0	283	1145	399	44	-1	
3	1	27	1	0	0	283	1145	399	44	-1	
4	1	27	1	1	0	283	1145	399	44	-1	
5	1	27	1	1	1	283	1145	399	44	96.708504	现在
5	1	27	1	1	2	392	1141	93	67	96.735550	进行
5	1	27	1	1	3	484	1141	43	67	96.938652	时
5	1	27	1	1	4	526	1141	47	67	96.836670	的
5	1	27	1	1	5	572	1141	89	67	96.616249	形式
5	1	27	1	1	6	660	1141	26	67	96.328850	为
2	1	28	0	0	0	281	1200	923	50	-1	
3	1	28	1	0	0	281	1200	923	50	-1	
4	1	28	1	1	0	281	1200	923	50	-1	
5	1	28	1	1	1	281	1207	204	33	87.499054	am/is/are
5	1	28	1	1	2	502	1209	27	28	93.287743	+
5	1	28	1	1	3	546	1206	604	44	91.805824	doing/eating/running/writing
5	1	28	1	1	4	1167	1200	37	45	96.506439	等
2	1	29	0	0	0	375	1301	12	32	-1	
3	1	29	1	0	0	375	1301	12	32	-1	
4	1	29	1	1	0	375	1301	12	32	-1	
5	1	29	1	1	1	375	1301	12	32	95.570602	I
2	1	30	0	0	0	439	1300	167	42	-1	
3	1	30	1	0	0	439	1300	167	42	-1	
4	1	30	1	1	0	439	1300	167	42	-1	
5	1	30	1	1	1	439	1311	65	22	95.994179	am
5	1	30	1	1	2	521	1300	85	42	95.994179	(not)
2	1	31	0	0	0	829	1312	790	45	-1	
3	1	31	1	0	0	829	1312	790	45	-1	
4	1	31	1	1	0	829	1312	790	45	-1	
5	1	31	1	1	1	829	1320	26	26	66.478996	O
5	1	31	1	1	2	876	1314	74	32	55.867836	I’m
5	1	31	1	1	3	963	1312	177	45	95.583214	working.
5	1	31	1	1	4	1181	1314	73	33	91.880867	I’m
5	1	31	1	1	5	1267	1318	71	28	96.723763	not
5	1	31	1	1	6	1350	1312	196	44	96.242035	watching
5	1	31	1	1	7	1568	1313	51	33	95.878563	TV
2	1	32	0	0	0	344	1381	44	33	-1	
3	1	32	1	0	0	344	1381	44	33	-1	
4	1	32	1	1	0	344	1381	44	33	-1	
5	1	32	1	1	1	344	1381	44	33	96.902290	he
2	1	33	0	0	0	330	1437	58	34	-1	
3	1	33	1	0	0	330	1437	58	34	-1	
4	1	33	1	1	0	330	1437	58	34	-1	
5	1	33	1	1	1	330	1437	58	34	96.953407	she
2	1	34	0	0	0	829	1392	618	46	-1	
3	1	34	1	0	0	829	1392	618	46	-1	
4	1	34	1	1	0	829	1392	618	46	-1	
5	1	34	1	1	1	829	1400	26	26	45.277576	0
5	1	34	1	1	2	875	1395	110	33	96.482307	Maria
5	1	34	1	1	3	998	1404	31	24	96.891808	is
5	1	34	1	1	4	1044	1392	159	46	96.675598	reading
5	1	34	1	1	5	1216	1405	19	22	96.843712	a
5	1	34	1	1	6	1248	1404	199	34	96.417145	newspaper
2	1	35	0	0	0	438	1438	133	42	-1	
3	1	35	1	0	0	438	1438	133	42	-1	
4	1	35	1	1	0	438	1438	133	42	-1	
5	1	35	1	1	1	438	1448	31	22	96.739037	is
5	1	35	1	1	2	486	1438	85	42	96.775818	(not)
2	1	36	0	0	0	829	1445	826	49	-1	
3	1	36	1	0	0	829	1445	826	49	-1	
4	1	36	1	1	0	829	1445	826	49	-1	
5	1	36	1	1	1	829	1457	27	26	56.748734	0
5	1	36	1	1	2	876	1450	68	34	96.150093	She
5	1	36	1	1	3	957	1451	91	33	96.536110	isn’t
5	1	36	1	1	4	1062	1456	129	38	96.802422	eating.
5	1	36	1	1	5	1232	1445	54	48	95.728912	(或
5	1	36	1	1	6	1304	1449	100	35	92.590408	She’s
5	1	36	1	1	7	1418	1455	71	28	96.539658	not
5	1	36	1	1	8	1503	1449	152	45	83.871933	eating.)
2	1	37	0	0	0	363	1502	26	25	-1	
3	1	37	1	0	0	363	1502	26	25	-1	
4	1	37	1	1	0	363	1502	26	25	-1	
5	1	37	1	1	1	363	1502	26	25	39.175636	it
2	1	38	0	0	0	661	1500	87	33	-1	
3	1	38	1	0	0	661	1500	87	33	-1	
4	1	38	1	1	0	661	1500	87	33	-1	
5	1	38	1	1	1	661	1500	87	33	63.823708	-ing
2	1	39	0	0	0	830	1506	468	45	-1	
3	1	39	1	0	0	830	1506	468	45	-1	
4	1	39	1	1	0	830	1506	468	45	-1	
5	1	39	1	1	1	830	1513	26	26	22.732363	O
