level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	34	47	349	71	-1	
3	1	1	1	0	0	34	47	349	71	-1	
4	1	1	1	1	0	34	47	349	71	-1	
5	1	1	1	1	1	34	47	349	71	96.145096	Exercises
2	1	2	0	0	0	1700	52	273	66	-1	
3	1	2	1	0	0	1700	52	273	66	-1	
4	1	2	1	1	0	1700	52	273	66	-1	
5	1	2	1	1	1	1700	54	138	58	96.333931	Unit
5	1	2	1	1	2	1881	52	92	66	96.231499	10
2	1	3	0	0	0	33	178	69	33	-1	
3	1	3	1	0	0	33	178	69	33	-1	
4	1	3	1	1	0	33	178	69	33	-1	
5	1	3	1	1	1	33	178	69	33	93.849266	10.1
2	1	4	0	0	0	176	172	190	42	-1	
3	1	4	1	0	0	176	172	190	42	-1	
4	1	4	1	1	0	176	172	190	42	-1	
5	1	4	1	1	1	176	172	59	42	57.309029	天
5	1	4	1	1	2	254	175	31	37	93.214188	下
5	1	4	1	1	3	307	173	23	41	91.965202	午
5	1	4	1	1	4	349	176	17	32	95.986320	3
2	1	5	0	0	0	394	168	646	94	-1	
3	1	5	1	0	0	394	168	646	94	-1	
4	1	5	1	1	0	394	168	646	94	-1	
5	1	5	1	1	1	394	173	52	39	93.279358	点
5	1	5	1	1	2	451	172	15	41	88.157257	钟
5	1	5	1	1	3	493	172	19	42	93.129494	时
5	1	5	1	1	4	526	205	4	6	90.852821	，
5	1	5	1	1	5	568	172	78	42	49.812397	ie
5	1	5	1	1	6	736	168	56	94	23.039417	cut
5	1	5	1	1	7	830	173	91	41	9.629612	ae
5	1	5	1	1	8	971	175	69	83	18.173914	Ba
2	1	6	0	0	0	1709	246	80	23	-1	
3	1	6	1	0	0	1709	246	80	23	-1	
4	1	6	1	1	0	1709	246	80	23	-1	
5	1	6	1	1	1	1709	246	80	23	47.270271	sl
5	1	6	1	1	2	1769	242	24	31	58.845474	+
2	1	7	0	0	0	1713	292	66	29	-1	
3	1	7	1	0	0	1713	292	66	29	-1	
4	1	7	1	1	0	1713	292	66	29	-1	
5	1	7	1	1	1	1713	292	66	29	64.936333	ae
2	1	8	0	0	0	646	354	87	16	-1	
3	1	8	1	0	0	646	354	87	16	-1	
4	1	8	1	1	0	646	354	87	16	-1	
5	1	8	1	1	1	646	350	24	28	32.910500	oD
5	1	8	1	1	2	684	350	26	28	26.988859	iit
5	1	8	1	1	3	719	350	14	28	15.118685	ao
2	1	9	0	0	0	965	365	57	3	-1	
3	1	9	1	0	0	965	365	57	3	-1	
4	1	9	1	1	0	965	365	57	3	-1	
5	1	9	1	1	1	965	365	57	3	17.097054	一-
2	1	10	0	0	0	1021	245	249	112	-1	
3	1	10	1	0	0	1021	245	249	112	-1	
4	1	10	1	1	0	1021	245	249	112	-1	
5	1	10	1	1	1	1021	245	249	112	0.000000	《|
2	1	11	0	0	0	1174	372	38	2	-1	
3	1	11	1	0	0	1174	372	38	2	-1	
4	1	11	1	1	0	1174	372	38	2	-1	
5	1	11	1	1	1	1174	372	13	2	96.446060	一
5	1	11	1	1	2	1192	355	20	28	94.143822	-一
2	1	12	0	0	0	1473	246	182	114	-1	
3	1	12	1	0	0	1473	246	182	114	-1	
4	1	12	1	1	0	1473	246	182	114	-1	
5	1	12	1	1	1	1473	246	182	114	13.180637	ev
2	1	13	0	0	0	1693	360	143	28	-1	
3	1	13	1	0	0	1693	360	143	28	-1	
4	1	13	1	1	0	1693	360	143	28	-1	
5	1	13	1	1	1	1693	360	143	28	11.409035	Te
2	1	14	0	0	0	734	358	41	35	-1	
3	1	14	1	0	0	734	358	41	35	-1	
4	1	14	1	1	0	734	358	41	35	-1	
5	1	14	1	1	1	734	358	41	35	34.869343	i>)
2	1	15	0	0	0	1619	382	159	36	-1	
3	1	15	1	0	0	1619	382	159	36	-1	
4	1	15	1	1	0	1619	382	159	36	-1	
5	1	15	1	1	1	1619	382	159	36	52.754814	CE
2	1	16	0	0	0	587	380	40	63	-1	
3	1	16	1	0	0	587	380	40	63	-1	
4	1	16	1	1	0	587	380	40	63	-1	
5	1	16	1	1	1	587	380	40	63	63.976116	4
2	1	17	0	0	0	657	408	20	25	-1	
3	1	17	1	0	0	657	408	20	25	-1	
4	1	17	1	1	0	657	408	20	25	-1	
5	1	17	1	1	1	657	408	20	25	73.993248	其
2	1	18	0	0	0	1423	411	45	36	-1	
3	1	18	1	0	0	1423	411	45	36	-1	
4	1	18	1	1	0	1423	411	45	36	-1	
5	1	18	1	1	1	1423	411	45	36	36.438427	ES
2	1	19	0	0	0	1803	443	38	26	-1	
3	1	19	1	0	0	1803	443	38	26	-1	
4	1	19	1	1	0	1803	443	38	26	-1	
5	1	19	1	1	1	1803	443	38	26	58.778740	SS
2	1	20	0	0	0	290	402	123	71	-1	
3	1	20	1	0	0	290	402	123	71	-1	
4	1	20	1	1	0	290	402	123	71	-1	
5	1	20	1	1	1	290	409	29	36	59.363541	>
5	1	20	1	1	2	372	402	41	71	69.946602	Sy
2	1	21	0	0	0	984	421	77	57	-1	
3	1	21	1	0	0	984	421	77	57	-1	
4	1	21	1	1	0	984	421	77	57	-1	
5	1	21	1	1	1	984	421	77	57	12.773991	四
2	1	22	0	0	0	1015	501	58	9	-1	
3	1	22	1	0	0	1015	501	58	9	-1	
4	1	22	1	1	0	1015	501	58	9	-1	
5	1	22	1	1	1	1015	501	58	9	0.000000	E
2	1	23	0	0	0	1315	516	56	22	-1	
3	1	23	1	0	0	1315	516	56	22	-1	
4	1	23	1	1	0	1315	516	56	22	-1	
5	1	23	1	1	1	1315	516	56	22	54.997833	wt
5	1	23	1	1	2	1358	512	16	30	30.563206	>
2	1	24	0	0	0	1500	520	39	11	-1	
3	1	24	1	0	0	1500	520	39	11	-1	
4	1	24	1	1	0	1500	520	39	11	-1	
5	1	24	1	1	1	1500	520	39	11	0.000000	~~
5	1	24	1	1	2	1531	512	12	28	20.331707	0
2	1	25	0	0	0	1782	473	105	90	-1	
3	1	25	1	0	0	1782	473	105	90	-1	
4	1	25	1	1	0	1782	473	105	90	-1	
5	1	25	1	1	1	1782	473	105	90	27.941723	vw
2	1	26	0	0	0	198	539	99	88	-1	
3	1	26	1	0	0	198	539	99	88	-1	
4	1	26	1	1	0	198	539	99	88	-1	
5	1	26	1	1	1	198	539	99	88	71.803253	2
2	1	27	0	0	0	926	560	30	59	-1	
3	1	27	1	0	0	926	560	30	59	-1	
4	1	27	1	1	0	926	560	30	59	-1	
5	1	27	1	1	1	926	560	30	59	68.721802	\
2	1	28	0	0	0	1321	589	58	15	-1	
3	1	28	1	0	0	1321	589	58	15	-1	
4	1	28	1	1	0	1321	589	58	15	-1	
5	1	28	1	1	1	1321	589	58	15	37.584930	=f
5	1	28	1	1	2	1350	585	9	29	37.584930	_
2	1	29	0	0	0	1504	601	32	8	-1	
3	1	29	1	0	0	1504	601	32	8	-1	
4	1	29	1	1	0	1504	601	32	8	-1	
5	1	29	1	1	1	1504	601	32	8	27.458729	=
2	1	30	0	0	0	1687	569	84	48	-1	
3	1	30	1	0	0	1687	569	84	48	-1	
4	1	30	1	1	0	1687	569	84	48	-1	
5	1	30	1	1	1	1687	569	36	48	36.729809	NSF
5	1	30	1	1	2	1747	569	24	48	33.332138	ns
2	1	31	0	0	0	1787	582	58	50	-1	
3	1	31	1	0	0	1787	582	58	50	-1	
4	1	31	1	1	0	1787	582	58	50	-1	
5	1	31	1	1	1	1787	582	58	50	58.363487	>
2	1	32	0	0	0	1106	616	52	26	-1	
3	1	32	1	0	0	1106	616	52	26	-1	
4	1	32	1	1	0	1106	616	52	26	-1	
5	1	32	1	1	1	1106	616	52	26	0.184164	hey
2	1	33	0	0	0	1263	607	135	36	-1	
3	1	33	1	0	0	1263	607	135	36	-1	
4	1	33	1	1	0	1263	607	135	36	-1	
5	1	33	1	1	1	1263	607	135	36	31.607380	La
2	1	34	0	0	0	1391	638	123	27	-1	
3	1	34	1	0	0	1391	638	123	27	-1	
4	1	34	1	1	0	1391	638	123	27	-1	
5	1	34	1	1	1	1391	638	123	27	51.373943	一
2	1	35	0	0	0	1473	618	42	20	-1	
3	1	35	1	0	0	1473	618	42	20	-1	
4	1	35	1	1	0	1473	618	42	20	-1	
5	1	35	1	1	1	1473	618	42	20	77.860596	NO
2	1	36	0	0	0	1671	603	68	43	-1	
3	1	36	1	0	0	1671	603	68	43	-1	
4	1	36	1	1	0	1671	603	68	43	-1	
5	1	36	1	1	1	1671	603	68	43	47.707325	LE
2	1	37	0	0	0	1716	636	51	30	-1	
3	1	37	1	0	0	1716	636	51	30	-1	
4	1	37	1	1	0	1716	636	51	30	-1	
5	1	37	1	1	1	1716	636	51	30	54.344864	Gp
2	1	38	0	0	0	210	651	102	31	-1	
3	1	38	1	0	0	210	651	102	31	-1	
4	1	38	1	1	0	210	651	102	31	-1	
5	1	38	1	1	1	210	651	102	31	37.262096	>_>
2	1	39	0	0	0	1071	618	25	55	-1	
3	1	39	1	0	0	1071	618	25	55	-1	
4	1	39	1	1	0	1071	618	25	55	-1	
5	1	39	1	1	1	1071	618	25	55	30.044456	让
2	1	40	0	0	0	1137	654	42	22	-1	
3	1	40	1	0	0	1137	654	42	22	-1	
4	1	40	1	1	0	1137	654	42	22	-1	
5	1	40	1	1	1	1137	654	42	22	47.650391	wes
2	1	41	0	0	0	284	722	93	23	-1	
3	1	41	1	0	0	284	722	93	23	-1	
4	1	41	1	1	0	284	722	93	23	-1	
5	1	41	1	1	1	284	722	93	23	96.451500	GARY
2	1	42	0	0	0	991	723	61	23	-1	
3	1	42	1	0	0	991	723	61	23	-1	
4	1	42	1	1	0	991	723	61	23	-1	
