level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	0	0	2094	244	-1	
3	1	1	1	0	0	0	0	2094	244	-1	
4	1	1	1	1	0	0	0	2094	244	-1	
5	1	1	1	1	1	0	0	2094	244	49.888161	ee
2	1	2	0	0	0	279	262	915	45	-1	
3	1	2	1	0	0	279	262	915	45	-1	
4	1	2	1	1	0	279	262	915	45	-1	
5	1	2	1	1	1	279	281	38	7	93.112511	一
5	1	2	1	1	2	341	263	23	44	92.778664	般
5	1	2	1	1	3	384	265	26	42	91.787781	现
5	1	2	1	1	4	434	263	20	44	96.611534	在
5	1	2	1	1	5	477	262	22	45	96.548134	时
5	1	2	1	1	6	520	262	22	45	96.349998	的
5	1	2	1	1	7	566	263	70	43	0.000000	否定
5	1	2	1	1	8	659	263	50	43	92.857567	式
5	1	2	1	1	9	708	258	38	53	95.782013	为
5	1	2	1	1	10	744	266	287	35	0.000000	don?t/doesn't
5	1	2	1	1	11	1046	270	27	27	95.331520	+
5	1	2	1	1	12	1094	262	100	44	93.236595	动词
5	1	2	1	1	13	1182	258	14	53	88.886627	:
2	1	3	0	0	0	767	363	291	35	-1	
3	1	3	1	0	0	767	363	291	35	-1	
4	1	3	1	1	0	767	363	291	35	-1	
5	1	3	1	1	1	767	364	168	34	82.244339	o,thanks.
5	1	3	1	1	2	950	364	5	29	95.118034	|
5	1	3	1	1	3	968	363	90	31	89.047592	don’t
2	1	4	0	0	0	794	415	208	31	-1	
3	1	4	1	0	0	794	415	208	31	-1	
4	1	4	1	1	0	794	415	208	31	-1	
5	1	4	1	1	1	794	416	84	30	96.389145	drink
5	1	4	1	1	2	890	415	112	31	96.375450	coffee.
2	1	5	0	0	0	1065	344	66	120	-1	
3	1	5	1	0	0	1065	344	66	120	-1	
4	1	5	1	1	0	1065	344	66	120	-1	
5	1	5	1	1	1	1065	344	66	120	59.867172	)
2	1	6	0	0	0	1247	432	24	20	-1	
3	1	6	1	0	0	1247	432	24	20	-1	
4	1	6	1	1	0	1247	432	24	20	-1	
5	1	6	1	1	1	1247	432	24	20	34.180969	CA
2	1	7	0	0	0	690	345	74	120	-1	
3	1	7	1	0	0	690	345	74	120	-1	
4	1	7	1	1	0	690	345	74	120	-1	
5	1	7	1	1	1	690	345	74	120	89.060654	C
2	1	8	0	0	0	1237	474	147	17	-1	
3	1	8	1	0	0	1237	474	147	17	-1	
4	1	8	1	1	0	1237	474	147	17	-1	
5	1	8	1	1	1	1237	474	147	17	57.742622	——
2	1	9	0	0	0	1735	491	171	31	-1	
3	1	9	1	0	0	1735	491	171	31	-1	
4	1	9	1	1	0	1735	491	171	31	-1	
5	1	9	1	1	1	1735	492	4	30	95.870026	|
5	1	9	1	1	2	1753	491	89	31	86.390778	don’t
5	1	9	1	1	3	1855	491	51	31	96.846954	like
2	1	10	0	0	0	1295	522	62	49	-1	
3	1	10	1	0	0	1295	522	62	49	-1	
4	1	10	1	1	0	1295	522	62	49	-1	
5	1	10	1	1	1	1295	522	62	49	68.877563	au
2	1	11	0	0	0	1762	543	116	42	-1	
3	1	11	1	0	0	1762	543	116	42	-1	
4	1	11	1	1	0	1762	543	116	42	-1	
5	1	11	1	1	1	1762	553	48	29	95.863777	my
5	1	11	1	1	2	1816	543	62	42	96.685921	job.
2	1	12	0	0	0	401	676	66	47	-1	
3	1	12	1	0	0	401	676	66	47	-1	
4	1	12	1	1	0	401	676	66	47	-1	
5	1	12	1	1	1	401	676	66	47	38.805042	VY
2	1	13	0	0	0	590	688	140	66	-1	
3	1	13	1	0	0	590	688	140	66	-1	
4	1	13	1	1	0	590	688	140	66	-1	
5	1	13	1	1	1	590	688	140	66	37.821270	we,
2	1	14	0	0	0	1344	774	175	50	-1	
3	1	14	1	0	0	1344	774	175	50	-1	
4	1	14	1	1	0	1344	774	175	50	-1	
5	1	14	1	1	1	1344	774	175	50	31.346363	=
5	1	14	1	1	2	1478	769	44	64	46.960712	9
2	1	15	0	0	0	1568	809	40	6	-1	
3	1	15	1	0	0	1568	809	40	6	-1	
4	1	15	1	1	0	1568	809	40	6	-1	
5	1	15	1	1	1	1568	809	40	6	46.065296	<=
2	1	16	0	0	0	305	1116	495	32	-1	
3	1	16	1	0	0	305	1116	495	32	-1	
4	1	16	1	1	0	305	1116	495	32	-1	
5	1	16	1	1	1	305	1116	67	32	96.803322	She
5	1	16	1	1	2	387	1116	152	32	96.111176	doesn’t
5	1	16	1	1	3	554	1116	111	32	96.157814	drink
5	1	16	1	1	4	680	1116	120	32	4.352322	coffee.
2	1	17	0	0	0	1261	1115	460	43	-1	
3	1	17	1	0	0	1261	1115	460	43	-1	
