level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	30	46	135	58	-1	
3	1	1	1	0	0	30	46	135	58	-1	
4	1	1	1	1	0	30	46	135	58	-1	
5	1	1	1	1	1	30	46	135	58	96.748016	Unit
2	1	2	0	0	0	305	276	130	45	-1	
3	1	2	1	0	0	305	276	130	45	-1	
4	1	2	1	1	0	305	276	130	45	-1	
5	1	2	1	1	1	305	276	130	45	93.290306	肯定
5	1	2	1	1	2	405	272	35	67	92.983871	式
2	1	3	0	0	0	640	277	132	42	-1	
3	1	3	1	0	0	640	277	132	42	-1	
4	1	3	1	1	0	640	277	132	42	-1	
5	1	3	1	1	1	640	277	82	42	91.653923	疑问
5	1	3	1	1	2	734	277	38	42	93.039917	式
2	1	4	0	0	0	668	364	144	32	-1	
3	1	4	1	0	0	668	364	144	32	-1	
4	1	4	1	1	0	668	364	144	32	-1	
5	1	4	1	1	1	668	374	65	22	94.712807	am
5	1	4	1	1	2	735	360	19	45	92.004875	|
5	1	4	1	1	3	782	364	30	31	74.553696	[?
2	1	5	0	0	0	1163	293	398	117	-1	
3	1	5	1	0	0	1163	293	398	117	-1	
4	1	5	1	1	0	1163	293	398	117	-1	
5	1	5	1	1	1	1163	293	170	117	35.032726	me
5	1	5	1	1	2	1343	322	67	27	93.169243	your
5	1	5	1	1	3	1421	293	140	70	58.488541	name?
5	1	5	1	1	4	1534	289	26	78	58.488541	)
2	1	6	0	0	0	1033	453	20	11	-1	
3	1	6	1	0	0	1033	453	20	11	-1	
4	1	6	1	1	0	1033	453	20	11	-1	
5	1	6	1	1	1	1033	453	20	11	5.901594	04
2	1	7	0	0	0	365	443	43	34	-1	
3	1	7	1	0	0	365	443	43	34	-1	
4	1	7	1	1	0	365	443	43	34	-1	
5	1	7	1	1	1	365	443	43	34	96.984833	he
2	1	8	0	0	0	782	471	60	33	-1	
3	1	8	1	0	0	782	471	60	33	-1	
4	1	8	1	1	0	782	471	60	33	-1	
5	1	8	1	1	1	782	471	60	33	96.934723	he?
2	1	9	0	0	0	459	510	31	22	-1	
3	1	9	1	0	0	459	510	31	22	-1	
4	1	9	1	1	0	459	510	31	22	-1	
5	1	9	1	1	1	459	510	31	22	87.450089	1s
2	1	10	0	0	0	701	510	30	22	-1	
3	1	10	1	0	0	701	510	30	22	-1	
4	1	10	1	1	0	701	510	30	22	-1	
5	1	10	1	1	1	701	510	30	22	77.740662	is
2	1	11	0	0	0	351	499	57	63	-1	
3	1	11	1	0	0	351	499	57	63	-1	
4	1	11	1	1	0	351	499	57	63	-1	
5	1	11	1	1	1	351	499	57	63	96.983948	she
2	1	12	0	0	0	385	564	25	25	-1	
3	1	12	1	0	0	385	564	25	25	-1	
4	1	12	1	1	0	385	564	25	25	-1	
5	1	12	1	1	1	385	564	25	25	62.509056	it
2	1	13	0	0	0	782	527	75	34	-1	
3	1	13	1	0	0	782	527	75	34	-1	
4	1	13	1	1	0	782	527	75	34	-1	
5	1	13	1	1	1	782	527	75	34	96.385345	she?
2	1	14	0	0	0	1119	431	496	128	-1	
3	1	14	1	0	0	1119	431	496	128	-1	
4	1	14	1	1	0	1119	431	496	128	-1	
5	1	14	1	1	1	1119	435	157	107	18.878059	ee
5	1	14	1	1	2	1288	460	57	29	96.822388	you
5	1	14	1	1	3	1358	431	120	78	93.303291	married?
5	1	14	1	1	4	1497	435	18	70	92.040581	)
5	1	14	1	1	5	1551	526	64	33	39.211384	_
2	1	15	0	0	0	1619	526	136	37	-1	
3	1	15	1	0	0	1619	526	136	37	-1	
4	1	15	1	1	0	1619	526	136	37	-1	
5	1	15	1	1	1	1619	526	32	29	72.993637	'm
5	1	15	1	1	2	1663	526	92	37	96.548668	single.
2	1	16	0	0	0	992	573	74	25	-1	
3	1	16	1	0	0	992	573	74	25	-1	
4	1	16	1	1	0	992	573	74	25	-1	
5	1	16	1	1	1	992	573	74	25	33.288200	am
2	1	17	0	0	0	354	649	55	21	-1	
3	1	17	1	0	0	354	649	55	21	-1	
4	1	17	1	1	0	354	649	55	21	-1	
5	1	17	1	1	1	354	649	55	21	95.853348	we
2	1	18	0	0	0	782	637	71	33	-1	
3	1	18	1	0	0	782	637	71	33	-1	
4	1	18	1	1	0	782	637	71	33	-1	
5	1	18	1	1	1	782	637	71	33	95.496284	we?
2	1	19	0	0	0	338	705	71	32	-1	
3	1	19	1	0	0	338	705	71	32	-1	
4	1	19	1	1	0	338	705	71	32	-1	
5	1	19	1	1	1	338	705	71	32	96.905418	you
2	1	20	0	0	0	460	704	62	23	-1	
3	1	20	1	0	0	460	704	62	23	-1	
4	1	20	1	1	0	460	704	62	23	-1	
5	1	20	1	1	1	460	704	62	23	96.939621	are
2	1	21	0	0	0	669	704	62	23	-1	
3	1	21	1	0	0	669	704	62	23	-1	
4	1	21	1	1	0	669	704	62	23	-1	
5	1	21	1	1	1	669	704	62	23	96.965347	are
2	1	22	0	0	0	781	694	87	43	-1	
3	1	22	1	0	0	781	694	87	43	-1	
4	1	22	1	1	0	781	694	87	43	-1	
5	1	22	1	1	1	781	694	87	43	96.734787	you?
2	1	23	0	0	0	1128	587	863	138	-1	
3	1	23	1	0	0	1128	587	863	138	-1	
4	1	23	1	1	0	1128	587	863	138	-1	
5	1	23	1	1	1	1128	589	70	85	32.126701	4
5	1	23	1	1	2	1222	621	70	29	96.914253	How
5	1	23	1	1	3	1304	621	48	29	95.903465	old
5	1	23	1	1	4	1367	629	50	21	96.556450	are
5	1	23	1	1	5	1430	600	95	78	84.547142	you?)
5	1	23	1	1	6	1888	587	103	138	48.711159	cm
2	1	24	0	0	0	330	749	80	45	-1	
3	1	24	1	0	0	330	749	80	45	-1	
4	1	24	1	1	0	330	749	80	45	-1	
5	1	24	1	1	1	330	749	80	45	96.679420	they
2	1	25	0	0	0	782	749	97	44	-1	
3	1	25	1	0	0	782	749	97	44	-1	
4	1	25	1	1	0	782	749	97	44	-1	
5	1	25	1	1	1	782	749	97	44	96.200935	they?
2	1	26	0	0	0	1135	704	408	121	-1	
3	1	26	1	0	0	1135	704	408	121	-1	
4	1	26	1	1	0	1135	704	408	121	-1	
5	1	26	1	1	1	1135	704	68	117	22.580772	\
5	1	26	1	1	2	1220	767	56	29	96.752556	Are
5	1	26	1	1	3	1289	775	56	29	83.826958	you
5	1	26	1	1	4	1357	775	14	21	83.826958	a
5	1	26	1	1	5	1384	746	122	79	93.270699	student?
5	1	26	1	1	6	1524	750	19	71	74.091789	)
2	1	27	0	0	0	354	966	27	26	-1	
3	1	27	1	0	0	354	966	27	26	-1	
4	1	27	1	1	0	354	966	27	26	-1	
5	1	27	1	1	1	354	966	27	26	67.685333	Oo
2	1	28	0	0	0	402	957	225	36	-1	
3	1	28	1	0	0	402	957	225	36	-1	
4	1	28	1	1	0	402	957	225	36	-1	
5	1	28	1	1	1	402	959	89	33	93.860863	‘Am
5	1	28	1	1	2	491	953	18	49	95.124008	I
5	1	28	1	1	3	535	957	92	36	95.124008	late?’
2	1	29	0	0	0	716	958	418	45	-1	
3	1	29	1	0	0	716	958	418	45	-1	
4	1	29	1	1	0	716	958	418	45	-1	
5	1	29	1	1	1	716	958	84	40	85.089233	‘No,
5	1	29	1	1	2	815	959	135	44	91.889153	you’re
5	1	29	1	1	3	965	970	49	22	96.927696	on
5	1	29	1	1	4	1028	958	106	34	94.838295	time.’
2	1	30	0	0	0	354	1023	26	25	-1	
3	1	30	1	0	0	354	1023	26	25	-1	
4	1	30	1	1	0	354	1023	26	25	-1	
5	1	30	1	1	1	354	1023	26	25	92.799942	口
2	1	31	0	0	0	402	1014	520	45	-1	
3	1	31	1	0	0	402	1014	520	45	-1	
4	1	31	1	1	0	402	1014	520	45	-1	
5	1	31	1	1	1	402	1015	45	33	96.638115	‘Is
5	1	31	1	1	2	460	1026	100	33	96.573502	your
5	1	31	1	1	3	572	1014	157	35	96.573502	mother
5	1	31	1	1	4	741	1023	33	25	96.634583	at
5	1	31	1	1	5	787	1014	135	35	95.328522	home?’
2	1	32	0	0	0	1011	1014	299	40	-1	
3	1	32	1	0	0	1011	1014	299	40	-1	
4	1	32	1	1	0	1011	1014	299	40	-1	
5	1	32	1	1	1	1011	1015	84	39	70.662941	‘No,
5	1	32	1	1	2	1111	1014	99	34	96.719284	she’s
5	1	32	1	1	3	1225	1015	85	33	95.797104	out.’
2	1	33	0	0	0	354	1079	27	27	-1	
3	1	33	1	0	0	354	1079	27	27	-1	
4	1	33	1	1	0	354	1079	27	27	-1	
5	1	33	1	1	1	354	1079	27	27	92.271629	口
2	1	34	0	0	0	403	1071	558	45	-1	
3	1	34	1	0	0	403	1071	558	45	-1	
4	1	34	1	1	0	403	1071	558	45	-1	
5	1	34	1	1	1	403	1072	85	33	95.705658	‘Are
5	1	34	1	1	2	502	1082	99	33	96.515808	your
5	1	34	1	1	3	613	1077	153	39	96.250702	parents
5	1	34	1	1	4	780	1079	33	26	96.785805	at
5	1	34	1	1	5	826	1071	135	34	93.350616	home?’
2	1	35	0	0	0	1050	1070	346	46	-1	
3	1	35	1	0	0	1050	1070	346	46	-1	
4	1	35	1	1	0	1050	1070	346	46	-1	
5	1	35	1	1	1	1050	1071	84	40	93.285339	‘No,
5	1	35	1	1	2	1150	1070	146	46	91.895531	they’re
5	1	35	1	1	3	1311	1071	85	34	95.336823	out.’
2	1	36	0	0	0	355	1135	25	26	-1	
3	1	36	1	0	0	355	1135	25	26	-1	
4	1	36	1	1	0	355	1135	25	26	-1	
5	1	36	1	1	1	355	1135	25	26	88.030899	口
2	1	37	0	0	0	402	1127	477	45	-1	
3	1	37	1	0	0	402	1127	477	45	-1	
4	1	37	1	1	0	402	1127	477	45	-1	
5	1	37	1	1	1	402	1128	45	33	81.241287	‘Is
5	1	37	1	1	2	461	1128	30	33	96.783722	it
5	1	37	1	1	3	506	1127	79	34	96.742226	cold
5	1	37	1	1	4	599	1128	36	33	96.742226	in
5	1	37	1	1	5	648	1139	89	33	96.501778	your
5	1	37	1	1	6	749	1127	130	34	90.257774	room?’
2	1	38	0	0	0	968	1126	243	41	-1	
3	1	38	1	0	0	968	1126	243	41	-1	
4	1	38	1	1	0	968	1126	243	41	-1	
5	1	38	1	1	1	968	1128	89	39	83.285667	‘Yes,
5	1	38	1	1	2	1068	1122	13	50	95.309120	a
5	1	38	1	1	3	1104	1126	107	35	95.145729	little.’
2	1	39	0	0	0	354	1183	779	45	-1	
3	1	39	1	0	0	354	1183	779	45	-1	
4	1	39	1	1	0	354	1183	779	45	-1	
5	1	39	1	1	1	354	1191	27	27	71.073135	O
5	1	39	1	1	2	400	1185	110	32	96.491158	Your
5	1	39	1	1	3	524	1183	110	35	96.677315	shoes
5	1	39	1	1	4	649	1194	63	24	96.176270	are
5	1	39	1	1	5	726	1184	87	34	96.377487	nice.
5	1	39	1	1	6	842	1184	77	34	96.019203	Are
5	1	39	1	1	7	933	1183	90	45	96.019203	they
5	1	39	1	1	8	1036	1185	97	33	96.555305	new?
2	1	40	0	0	0	283	1261	145	44	-1	
3	1	40	1	0	0	283	1261	145	44	-1	
4	1	40	1	1	0	283	1261	145	44	-1	
5	1	40	1	1	1	283	1264	38	40	96.376671	可
