level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
1	1	0	0	0	0	0	0	2096	3152	-1	
2	1	1	0	0	0	25	48	135	58	-1	
3	1	1	1	0	0	25	48	135	58	-1	
4	1	1	1	1	0	25	48	135	58	-1	
5	1	1	1	1	1	25	48	135	58	96.550743	Unit
2	1	2	0	0	0	43	133	105	79	-1	
3	1	2	1	0	0	43	133	105	79	-1	
4	1	2	1	1	0	43	133	105	79	-1	
5	1	2	1	1	1	43	133	105	79	96.976158	10
2	1	3	0	0	0	1073	308	69	22	-1	
3	1	3	1	0	0	1073	308	69	22	-1	
4	1	3	1	1	0	1073	308	69	22	-1	
5	1	3	1	1	1	1073	308	69	22	96.517609	now
2	1	4	0	0	0	300	294	154	64	-1	
3	1	4	1	0	0	300	294	154	64	-1	
4	1	4	1	1	0	300	294	154	64	-1	
5	1	4	1	1	1	300	294	56	48	96.916161	last
5	1	4	1	1	2	369	294	85	64	96.948120	night
2	1	5	0	0	0	752	369	54	53	-1	
3	1	5	1	0	0	752	369	54	53	-1	
4	1	5	1	1	0	752	369	54	53	-1	
5	1	5	1	1	1	752	369	54	53	60.933121	了
2	1	6	0	0	0	1505	378	452	35	-1	
3	1	6	1	0	0	1505	378	452	35	-1	
4	1	6	1	1	0	1505	378	452	35	-1	
5	1	6	1	1	1	1505	381	98	32	90.663406	Now
5	1	6	1	1	2	1617	379	136	34	90.681694	Robert
5	1	6	1	1	3	1767	379	30	33	96.194756	is
5	1	6	1	1	4	1813	387	31	25	96.548592	at
5	1	6	1	1	5	1857	378	100	34	88.416359	work
2	1	7	0	0	0	390	370	67	102	-1	
3	1	7	1	0	0	390	370	67	102	-1	
4	1	7	1	1	0	390	370	67	102	-1	
5	1	7	1	1	1	390	370	67	102	7.242250	te
2	1	8	0	0	0	1028	473	46	18	-1	
3	1	8	1	0	0	1028	473	46	18	-1	
4	1	8	1	1	0	1028	473	46	18	-1	
5	1	8	1	1	1	1028	473	46	18	26.567245	Amw
2	1	9	0	0	0	1300	473	33	26	-1	
3	1	9	1	0	0	1300	473	33	26	-1	
4	1	9	1	1	0	1300	473	33	26	-1	
5	1	9	1	1	1	1300	473	33	26	48.749062	六
2	1	10	0	0	0	1167	524	30	22	-1	
3	1	10	1	0	0	1167	524	30	22	-1	
4	1	10	1	1	0	1167	524	30	22	-1	
5	1	10	1	1	1	1167	524	30	22	48.240517	3
2	1	11	0	0	0	1505	491	414	44	-1	
3	1	11	1	0	0	1505	491	414	44	-1	
4	1	11	1	1	0	1505	491	414	44	-1	
5	1	11	1	1	1	1505	493	46	32	95.953629	At
5	1	11	1	1	2	1564	492	172	43	95.738220	midnight
5	1	11	1	1	3	1749	491	59	34	96.838089	last
5	1	11	1	1	4	1822	491	97	44	96.441368	night
2	1	12	0	0	0	955	541	160	34	-1	
3	1	12	1	0	0	955	541	160	34	-1	
4	1	12	1	1	0	955	541	160	34	-1	
5	1	12	1	1	1	955	544	18	31	28.700314	MM)
5	1	12	1	1	2	1028	541	87	30	47.625145	gt
2	1	13	0	0	0	1300	534	66	32	-1	
3	1	13	1	0	0	1300	534	66	32	-1	
4	1	13	1	1	0	1300	534	66	32	-1	
5	1	13	1	1	1	1300	534	66	32	69.466110	oF
2	1	14	0	0	0	1505	547	363	35	-1	
3	1	14	1	0	0	1505	547	363	35	-1	
4	1	14	1	1	0	1505	547	363	35	-1	
